parent_page_id,page_name,new_page_name,task_name,page_description,new_page_description,task_description,color,status
1,arrive,indicate,draw,Seek least technology third under fight turn.,For citizen girl election enough management kitchen team.,Series baby economy lose.,Khaki,todo
1,hard,claim,Mrs,Mention individual study the law charge.,Development sort use price.,Law window most part after specific so coach.,DarkBlue,todo
1,contain,eat,people,Word remain hot sound daughter red.,Nice beat car true.,Organization policy wife turn they store claim.,Violet,todo
1,situation,your,goal,Area its industry thought increase report democratic.,Project office marriage admit region world various science.,Remain low type couple thing.,DarkViolet,todo
1,from,catch,skill,Teacher series job as out use.,Describe past degree do total southern teach manager.,Agent discover black material item share east.,DarkGreen,todo
1,traditional,performance,ground,Run sign may process.,Explain leave century century too threat outside.,Water hour bar.,DarkBlue,todo
1,none,require,by,Whether event exist race police lawyer until.,System peace nor half amount else occur recognize.,Only safe whole lose former form truth.,HoneyDew,todo
1,treatment,help,resource,Difficult agreement easy.,Detail thank American truth effect term politics.,Check market agree.,AntiqueWhite,todo
1,decide,use,stay,Certainly let contain early.,Season much answer million.,Friend my pay increase lot.,Indigo,todo
1,eat,kind,often,Size social food type.,Bed long hope task away color on.,Fine team his entire.,White,todo
1,program,during,case,Sure opportunity group claim care child.,Physical and yet should during.,Ability physical great share once true.,DarkCyan,todo
1,improve,cause,mean,Concern these animal color five.,Service much pattern local statement floor pull.,Fire today management fear.,OldLace,todo
1,rich,me,reason,Learn recently particular year report one.,Community special entire reality eat might.,Crime minute sell beyond green.,Maroon,todo
1,carry,standard,everyone,Baby together contain memory child.,Manage big until environment last head.,Interest attack our other ready catch magazine big.,Lavender,todo
1,fund,able,economic,North now to hear machine floor.,Phone sing choose quite ahead it.,Relate arm throw beautiful down number within.,SandyBrown,todo
1,back,change,detail,Its hospital instead major.,Inside its bag fight.,Green risk color.,CornflowerBlue,todo
1,watch,without,leg,Property trip wonder available.,American probably western big movement scene rich him.,Discuss get senior shake environmental.,Cyan,todo
1,assume,community,sense,Certainly color state artist.,Enough physical foot ability use.,Nearly evening as against.,DodgerBlue,todo
1,stop,smile,tough,Build wonder community lose make on share.,Whose those spring follow your fall.,Bill federal option size book.,Chocolate,todo
1,his,fill,fine,Majority above management two series analysis.,Before hold line.,Us defense itself water her list modern.,DarkSalmon,todo
1,choice,price,very,Air near fund nation dream a.,Price eye past card stay business language its.,Senior ok drug set me natural.,DarkKhaki,todo
1,white,home,sit,Professional matter compare phone experience scientist.,Low dog everything.,Human how phone want particular there laugh structure.,Plum,todo
1,available,Mrs,the,Real collection point pull upon interview story.,Behavior a strong build fall there.,Apply behind dark total training high not.,MediumVioletRed,todo
1,audience,community,value,Total teacher most provide follow true inside big.,Race minute far tough remember note public.,For range mean security leader safe.,DarkSlateBlue,todo
1,rock,positive,city,Gas process student computer several should star.,Worry day clearly draw material bill clearly happen.,Buy cover sport food week know.,LightSkyBlue,todo
1,growth,point,forward,Mission per decide turn nation whose kind certainly.,Hard player heart letter just event agent win.,Risk base morning maintain.,DarkSlateBlue,todo
1,finish,end,medical,Our bit any should close best view.,Shoulder full create.,Allow them education investment field reflect.,Aqua,todo
1,song,public,learn,Young blood much significant perhaps leave enter.,Yeah until history direction laugh sell.,Above vote represent couple.,Plum,todo
1,reason,bed,piece,Fall provide manage white seven address.,Sister service step coach.,Conference coach fill call.,Red,todo
1,final,herself,if,Son with indeed pressure.,Yard keep serious house.,House bill thus vote.,DarkOliveGreen,todo
1,argue,public,now,Rest will himself deal.,Chance once hear rest style.,Why plant force later green size interesting.,Snow,todo
1,charge,garden,fish,Interesting name contain ground consumer be.,People concern human.,Skill amount case between sense game.,DarkMagenta,todo
1,similar,fly,beyond,Need finish that arm court mind.,Dark possible follow.,Daughter successful across watch executive no public.,Cyan,todo
1,single,event,whose,These culture such look assume.,Side security name including deal return east.,Which benefit step how.,GhostWhite,todo
1,despite,threat,worry,National conference represent hospital light the toward peace.,Nature you reach together movie important similar.,Music Mr picture.,Salmon,todo
1,minute,cost,allow,Style memory go plan throughout.,Pm cost mother never company eye wait.,What range whom arrive issue source.,LightSalmon,todo
1,church,right,attention,Design choose room study.,Data coach democratic animal movement.,I party personal clearly also.,Plum,todo
1,box,well,simple,Place coach man not between every quickly or.,Chair option rate.,Performance article ever deal.,OliveDrab,todo
1,table,when,cell,Community administration community piece.,Western smile visit in customer provide poor.,Partner reach success mean member tax late.,Lavender,todo
1,girl,feeling,my,Including argue happy.,Material song enter.,Enter sort collection win.,SkyBlue,todo
1,minute,deep,beyond,Note brother serious road line billion modern.,Find along position.,Here culture stage eight want.,CornflowerBlue,todo
1,fund,lot,attention,Put ability happy free religious.,Blood about become series real another care indicate.,May for out loss serious despite.,Purple,todo
1,step,bill,community,Evening pass culture tell.,Concern where product enter company.,Require nature memory garden build as.,GoldenRod,todo
1,anyone,blue,alone,Effect rather hair.,Admit rise somebody.,Floor until ok risk air.,MediumSeaGreen,todo
1,rule,product,reach,Teacher compare require she fish suddenly.,News shake open.,Serious one our water star order begin.,DarkGreen,todo
1,authority,production,any,Experience force course campaign phone hear mouth.,Baby hand old recently.,Full detail risk feel fear whose right.,Chartreuse,todo
1,teach,recently,there,Open social people under general evidence sell candidate.,Interview risk suggest tax.,Anyone society big type land.,SandyBrown,todo
1,daughter,what,everyone,Give board interview management law give base blood.,Be soon risk increase.,Brother thus may manage.,Indigo,todo
1,store,interview,public,Fill government serious choose certainly.,Head pretty cause house.,Discover lay film community college.,MistyRose,todo
1,put,relate,country,Certain edge music message.,Civil check get along number simply.,What gun organization participant service for set.,BlanchedAlmond,todo
1,already,hit,out,Pm model lose after point.,On card stand consumer several.,Reach stage south enough.,CadetBlue,todo
1,staff,commercial,address,Soldier suffer lay offer so pretty.,Development among job film.,Like picture carry central high big.,Turquoise,todo
1,both,PM,however,Kind challenge sport discuss low factor result.,Four see decade especially decision line under.,Standard agree heavy ready where hard well.,MintCream,todo
1,possible,product,yard,Prepare this nearly.,Natural machine research camera head toward voice suffer.,Half project have attack but.,PaleTurquoise,todo
1,interesting,serve,nearly,Type court be attorney.,Week seek we parent age fine.,Specific remain military statement event fly affect unit.,DarkOliveGreen,todo
1,yard,attention,suggest,Expert skin store throw.,System institution page.,More simple wide evidence laugh.,SeaShell,todo
1,where,become,too,Ten series above work require nice daughter.,Entire measure western sure clear represent five.,Style cup seem value.,Peru,todo
